sentiment,year
Very Positive,2013
Mixed,2013
Mixed,2012
Very Positive,2013
Very Positive,2013
Mixed,2013
Mixed,2013
Very Positive,2013
Mixed,2013
Overwhelmingly Positive,2013
Mostly Positive,2002
1 user reviews,2013
Mostly Negative,2013
Mixed,2013
Neutral,2013
Very Positive,2013
Mostly Positive,2013
1 user reviews,2013
6 user reviews,2013
6 user reviews,2013
6 user reviews,2013
8 user reviews,2013
Positive,2013
2 user reviews,2013
7 user reviews,2013
6 user reviews,2013
Mostly Negative,2013
6 user reviews,2013
Positive,2013
Very Positive,2012
Positive,2013
Positive,2013
Very Positive,2013
Positive,2013
Very Positive,2001
Mostly Positive,2013
Very Positive,2013
Neutral,2013
Positive,2013
Very Positive,2013
Overwhelmingly Positive,2013
Mostly Negative,2013
Very Positive,2013
Mixed,2013
Mostly Positive,2013
Mostly Negative,2013
Overwhelmingly Positive,2013
Neutral,2013
Mostly Positive,2001
Mostly Negative,2013
Mixed,2013
Mostly Negative,2013
Mixed,2013
Very Positive,1996
Overwhelmingly Positive,2013
Very Positive,2013
Mixed,2013
Very Positive,2013
Very Positive,2013
Very Positive,2013
Mostly Positive,2013
Mixed,2014
3 user reviews,2013
Very Positive,2013
Positive,2013
Mostly Positive,2013
Mixed,2013
Mixed,2013
Mixed,2008
Very Positive,2013
Mixed,2013
Positive,2013
Very Positive,2013
Mostly Positive,1997
Mostly Negative,2003
Mostly Positive,1996
Positive,1997
Positive,1998
Positive,1997
Mostly Positive,1995
Mostly Positive,1996
Mixed,2013
Neutral,2013
Mixed,2013
Very Positive,2013
Mostly Positive,1998
Very Positive,2013
Very Positive,2013
Neutral,2013
1 user reviews,2013
Very Negative,2013
Very Positive,2013
Overwhelmingly Positive,2013
Very Positive,2013
Positive,2013
Mostly Positive,2013
Positive,2013
Very Positive,2013
Very Positive,2013
Mostly Positive,2013
1 user reviews,2013
6 user reviews,2013
4 user reviews,2013
Positive,2013
Neutral,2013
Mixed,2013
Neutral,2013
Very Positive,2013
Very Negative,2013
Mostly Positive,2013
Mixed,2013
Mostly Positive,2013
Mixed,2013
Neutral,2013
1 user reviews,2013
Very Positive,2013
Mixed,2013
Mixed,2013
Mostly Positive,2013
Very Positive,2013
Very Positive,2013
Mixed,2013
8 user reviews,2013
Mixed,2013
Positive,2013
Very Positive,2013
Very Positive,2013
Mixed,2001
Mostly Positive,2013
Mixed,2013
5 user reviews,2013
Very Positive,2013
Very Positive,2013
Very Positive,1997
Mixed,2013
Mostly Negative,2012
Very Positive,2013
Mostly Positive,2004
Mostly Positive,2002
Very Positive,2013
Mixed,2013
Mixed,2013
Neutral,2013
Mixed,2013
Very Positive,2014
Mixed,2013
Very Positive,2012
Very Positive,2013
Very Positive,2013
Mostly Positive,2013
Very Positive,2013
Mixed,2013
Mixed,2013
Very Positive,2013
Mostly Positive,2014
2 user reviews,2013
Mixed,2013
Neutral,2013
Very Positive,2013
8 user reviews,2013
Neutral,2013
Positive,2013
Very Positive,2005
2 user reviews,2013
Very Positive,2013
Negative,2013
Overwhelmingly Positive,2012
Positive,2013
Very Positive,2006
Positive,2013
1 user reviews,2014
Positive,2013
Mostly Negative,2013
Overwhelmingly Negative,2013
Mostly Negative,2013
4 user reviews,2013
Very Positive,2013
Neutral,2013
Neutral,2013
Very Positive,2013
Neutral,2014
Neutral,2014
Neutral,2014
Neutral,2014
Neutral,2014
Neutral,2014
Mixed,2005
Mostly Positive,2014
Very Positive,2014
Mostly Negative,2014
Positive,2014
5 user reviews,2012
Positive,2014
Mixed,2014
Mostly Positive,2014
Positive,2014
1 user reviews,2014
Mixed,2006
Mostly Positive,2003
Mixed,2014
Mixed,2014
Very Positive,2014
1 user reviews,2014
Very Positive,2013
Very Positive,2014
Mixed,2014
Very Positive,2013
Neutral,2014
Very Positive,2014
Very Positive,2014
Mixed,2014
Very Positive,2014
Very Positive,2014
Very Positive,2013
Mostly Positive,2014
Mixed,2014
Very Positive,2001
Very Positive,2014
Mostly Positive,2014
Mixed,2014
Very Positive,2014
5 user reviews,2014
Very Positive,2014
3 user reviews,2014
Neutral,2014
Very Positive,2010
Very Positive,2013
Mostly Positive,2014
Very Positive,2014
Very Positive,2014
Mixed,2014
Mixed,2014
Very Positive,2014
Positive,2014
Mixed,2014
Mixed,2014
Very Positive,2013
Mostly Positive,2014
Mostly Positive,2014
Positive,2014
Very Positive,2014
Mostly Positive,2014
Very Positive,2014
Very Positive,2014
Overwhelmingly Positive,2014
Positive,2014
Positive,2014
Overwhelmingly Positive,2014
Very Positive,2014
Mostly Positive,2012
Positive,2014
2 user reviews,2014
Positive,2014
Very Positive,2013
Overwhelmingly Positive,2014
Mixed,2014
Mostly Positive,2014
Very Positive,2014
3 user reviews,2014
Very Positive,2014
Mixed,2014
2 user reviews,2014
6 user reviews,2014
Very Negative,2014
Negative,2014
4 user reviews,2014
Very Positive,2014
3 user reviews,2014
Very Positive,2014
Mostly Positive,2014
Very Positive,2014
Mostly Negative,2014
Positive,2014
1 user reviews,2014
8 user reviews,2014
7 user reviews,2014
Neutral,2014
6 user reviews,2014
Very Positive,2014
Overwhelmingly Positive,2014
Mostly Positive,2014
Mostly Negative,2014
Very Positive,2014
Mostly Negative,2014
Very Positive,2014
Very Positive,2014
Mixed,2014
Very Positive,2014
Mostly Positive,2014
5 user reviews,2014
7 user reviews,2014
2 user reviews,2014
Neutral,2014
6 user reviews,2014
4 user reviews,2014
4 user reviews,2014
7 user reviews,2014
2 user reviews,2014
1 user reviews,2014
Very Positive,2014
5 user reviews,2014
Mixed,2008
6 user reviews,2014
Positive,2014
Positive,2014
7 user reviews,2014
Positive,2014
Mostly Positive,2014
Mostly Positive,2014
Mixed,2014
Mostly Positive,2014
Mixed,2014
4 user reviews,2014
Neutral,2014
Mixed,2014
Very Positive,2011
7 user reviews,2014
Very Positive,2012
Mixed,2004
Mixed,2007
Positive,2010
Very Positive,2004
Mixed,2009
Mixed,2006
1 user reviews,2014
5 user reviews,2014
1 user reviews,2014
Mostly Positive,2014
Very Positive,2014
Mixed,2009
Very Positive,2013
Very Positive,2014
Very Positive,1996
Positive,2014
Very Positive,2014
Mostly Positive,2013
Mixed,2014
Very Positive,2014
Positive,2014
Mixed,2014
Mixed,2014
Mixed,2014
Mixed,2014
Mixed,2014
1 user reviews,2014
Mostly Positive,2014
Neutral,2009
Neutral,2009
Neutral,2009
Neutral,2009
Neutral,2009
Neutral,2009
Neutral,2009
4 user reviews,2014
Neutral,2009
1 user reviews,2009
Neutral,2009
Neutral,2009
Neutral,2009
Mostly Positive,2014
Positive,1996
Positive,1996
Very Positive,1992
Very Positive,2014
Mostly Positive,2014
Very Positive,1996
Very Positive,2014
Very Positive,1994
3 user reviews,2014
Mixed,2014
Mostly Positive,2014
Mixed,2014
Very Positive,2014
Mostly Negative,2014
Mostly Negative,2014
Mixed,2012
2 user reviews,2012
Mixed,2014
Mostly Positive,2003
Very Positive,2004
Mixed,2006
Mostly Positive,2003
Very Positive,2007
Very Positive,1994
1 user reviews,2011
2 user reviews,2010
2 user reviews,2013
1 user reviews,2013
1 user reviews,2012
1 user reviews,2013
Mostly Positive,2014
Mostly Negative,2010
Very Positive,2014
Mixed,2002
Mixed,2014
Mixed,2014
Mixed,2014
Mixed,2014
Mostly Positive,2004
Very Positive,1998
Very Positive,1996
Very Positive,2005
Very Positive,2013
Mostly Positive,2014
Mixed,2014
Mostly Positive,2006
8 user reviews,2014
Very Positive,2007
Mixed,2000
Mixed,2014
Very Positive,2014
Positive,2014
Mostly Positive,2014
Positive,2014
Mixed,2014
Mixed,2014
Very Positive,2014
9 user reviews,2014
Mixed,2014
Neutral,2014
Mostly Positive,2014
Positive,2014
Mixed,2014
Very Positive,2014
Very Positive,2012
Very Positive,2013
Overwhelmingly Positive,2014
Mostly Negative,2014
Very Positive,2003
Mostly Positive,2014
6 user reviews,2014
Mostly Positive,2014
Positive,2013
Mostly Positive,2014
Positive,2014
Neutral,2014
Very Positive,2014
Mixed,2014
Neutral,2014
Very Positive,2014
Mostly Positive,2014
Very Positive,2014
Mixed,2014
Mostly Positive,2014
Mixed,2014
Positive,2014
Positive,2010
Mostly Positive,2014
8 user reviews,2014
Very Positive,2014
Positive,2014
Mixed,2014
Mostly Positive,2014
Very Positive,2013
4 user reviews,2009
Positive,2014
Overwhelmingly Positive,2014
Positive,2008
Very Positive,2014
Very Positive,2014
Mostly Negative,2014
Very Positive,2014
Mostly Negative,2014
Mixed,2010
Positive,1994
Very Positive,1997
6 user reviews,2014
Neutral,2014
Mostly Negative,2014
Very Positive,2001
Very Positive,2000
Very Positive,1998
Very Positive,2014
5 user reviews,2014
Very Positive,2013
Mostly Positive,2014
Mixed,2014
Mixed,2014
Mixed,2010
Very Positive,2014
Mostly Positive,2014
Very Positive,2014
Neutral,2014
Very Positive,2006
Mixed,2014
Positive,2014
Mixed,2014
Neutral,2014
Neutral,2014
Mostly Negative,2014
Very Positive,2014
Mixed,2014
Positive,2014
3 user reviews,2013
Mostly Positive,2006
Mixed,2014
Very Positive,2007
Mostly Positive,2014
Mostly Positive,2014
Very Positive,2014
Positive,2013
Very Positive,2014
2 user reviews,2014
Mostly Positive,2013
Mixed,2013
3 user reviews,2014
Mixed,2014
Mixed,2014
Mixed,2014
7 user reviews,2014
Mostly Positive,2014
4 user reviews,2014
Very Positive,2014
Very Positive,2014
Very Positive,2012
Positive,2014
Very Positive,2014
Very Positive,2014
Mostly Positive,2014
Mostly Positive,2000
Mixed,2011
1 user reviews,2014
Neutral,2014
Very Positive,2014
Very Positive,2014
Very Positive,2014
Mixed,2003
Mostly Positive,2014
Very Positive,2014
7 user reviews,2014
Mixed,2014
Mixed,2014
Mostly Negative,2014
Mostly Positive,2014
Positive,2014
Very Positive,2013
Mostly Positive,2013
Mixed,2013
Mostly Positive,2014
Mixed,2014
Mixed,2014
Mixed,2014
Mixed,2014
4 user reviews,2014
Mostly Positive,2014
Very Positive,2014
Mixed,2014
Neutral,2014
Neutral,2014
Very Positive,2014
Mostly Positive,2014
Mixed,2013
Very Positive,2014
Very Positive,2014
Mostly Positive,2012
Mixed,2014
Mostly Positive,2013
Mixed,2014
Very Positive,2014
Mostly Positive,2014
Mixed,2014
Very Positive,2014
Mixed,2014
Very Positive,2014
Mostly Positive,2011
Mostly Positive,2014
5 user reviews,2014
Very Positive,2003
Mixed,2014
Mostly Positive,2014
2 user reviews,2012
Very Positive,2013
Mixed,2014
Mixed,2014
2 user reviews,2013
3 user reviews,2009
Mixed,2014
1 user reviews,2014
8 user reviews,2014
3 user reviews,2014
Neutral,2014
Neutral,2014
1 user reviews,2014
1 user reviews,2014
2 user reviews,2014
1 user reviews,2014
Neutral,2014
Neutral,2014
4 user reviews,2014
Mixed,2014
Neutral,2014
Neutral,2014
Mixed,2014
1 user reviews,2014
Positive,2014
1 user reviews,2014
1 user reviews,2014
Mostly Positive,2014
Positive,2014
Mostly Positive,2014
Mostly Positive,2014
Very Positive,2014
Mostly Positive,2014
Very Positive,2014
Very Positive,2014
Mostly Positive,2014
4 user reviews,2014
4 user reviews,2014
Very Positive,2014
Neutral,2009
Positive,2014
Very Positive,2014
Positive,2014
Mostly Positive,2014
7 user reviews,2013
Mixed,2014
Very Positive,2014
Mostly Positive,2014
Mostly Positive,2013
Very Positive,2014
Very Positive,2012
Positive,2013
2 user reviews,2014
Mixed,2014
Mixed,2000
6 user reviews,2014
Mixed,2013
Positive,2014
Mostly Negative,2001
Mixed,2014
Very Positive,2014
4 user reviews,2014
Mixed,2014
Mixed,2014
Mixed,2014
Mostly Positive,2014
4 user reviews,2014
Very Positive,2016
Mostly Positive,2014
Very Positive,2014
Mixed,2014
Mixed,2014
7 user reviews,2014
2 user reviews,2014
Mixed,2006
Mixed,2014
Positive,2014
Mostly Positive,2007
Mixed,2013
Mixed,2012
Mostly Positive,2010
Mixed,2007
Mixed,2014
9 user reviews,2011
Mixed,2007
Mixed,2012
Mostly Positive,2014
Mixed,2014
Positive,2012
Neutral,2014
Very Positive,2014
Mixed,2014
Mostly Positive,2014
Mostly Positive,2014
Mixed,2001
Very Positive,2012
Mixed,2014
Mixed,2014
Mostly Negative,2014
Mixed,2014
Mixed,2014
2 user reviews,2014
Positive,2014
Mixed,2014
Mixed,2014
Very Positive,2014
Mixed,2014
Mostly Positive,2014
Overwhelmingly Positive,2014
Very Positive,2014
Mixed,2014
2 user reviews,2014
Mixed,2014
6 user reviews,2014
Very Positive,2014
Mixed,2014
Neutral,2014
Neutral,2014
6 user reviews,2014
4 user reviews,2014
4 user reviews,2014
Mostly Positive,2014
Mostly Positive,2014
Mixed,2014
6 user reviews,2014
6 user reviews,2014
Mostly Positive,2014
8 user reviews,2014
Mostly Positive,2012
Mostly Positive,2014
Overwhelmingly Positive,2014
Mostly Positive,2014
Very Positive,2014
2 user reviews,2014
Very Positive,2014
Very Positive,2014
Mixed,2011
1 user reviews,2014
Mixed,2014
2 user reviews,2014
Mostly Positive,2014
Very Negative,2015
Very Positive,2014
Overwhelmingly Positive,2014
Mostly Negative,2014
Positive,2014
Positive,2014
Very Positive,2014
Very Positive,2014
Positive,2014
Neutral,2014
3 user reviews,2014
Mixed,2014
Neutral,2014
Mostly Negative,2014
Mostly Positive,2014
Mostly Positive,2004
Positive,2006
Mostly Positive,2014
Mixed,2014
Mostly Negative,2014
Mixed,2014
Positive,2014
Very Positive,2014
Very Positive,2014
Positive,2014
Mostly Positive,2014
Very Positive,2014
Positive,2014
Mixed,2014
2 user reviews,2014
Very Positive,2014
Mostly Negative,2014
Mixed,2014
Mixed,2007
Very Positive,2011
Very Positive,2004
Mixed,2006
Mixed,2013
1 user reviews,2014
5 user reviews,2014
3 user reviews,2014
Neutral,2014
3 user reviews,2014
Positive,2014
Mixed,2014
Very Positive,2014
Mixed,2014
Very Positive,2014
Very Positive,2014
Mixed,2014
Mixed,2009
3 user reviews,2014
5 user reviews,2014
Mostly Positive,2014
Mostly Positive,2003
Mixed,2014
Mostly Negative,2014
Positive,2014
3 user reviews,2014
3 user reviews,2014
Very Positive,2014
Mixed,2001
Very Positive,2014
Mixed,2014
1 user reviews,2014
Very Positive,2014
Very Positive,2014
Mixed,2014
Very Positive,2014
Mixed,2014
Mostly Positive,2014
Mixed,2014
Positive,2014
4 user reviews,2014
Mostly Positive,2014
Mixed,2014
Neutral,2014
Positive,2014
1 user reviews,2014
Very Positive,2011
3 user reviews,2014
Mixed,2014
Very Positive,2013
Positive,2014
3 user reviews,2014
Positive,2014
Very Positive,2013
Mostly Positive,2013
Mixed,2014
Mixed,2014
Positive,2014
Mixed,2014
Mostly Positive,2014
Mixed,2014
Mostly Positive,2014
4 user reviews,2014
Mixed,2014
Negative,2014
Very Positive,2013
Negative,2014
Mostly Positive,2014
Mostly Positive,2014
Mixed,2014
Mostly Negative,2014
Overwhelmingly Positive,2004
Positive,2014
Very Positive,2014
Positive,2014
Mostly Positive,2014
Mixed,2014
Mostly Positive,2014
5 user reviews,2014
6 user reviews,2014
Very Positive,2014
Very Positive,2014
4 user reviews,2014
Negative,2007
Positive,2011
Very Positive,2014
1 user reviews,2014
Mixed,2014
1 user reviews,2014
Neutral,2014
Neutral,2014
Neutral,2014
1 user reviews,2014
Neutral,2014
Very Positive,2014
Mostly Positive,2014
Mixed,2014
Very Positive,2014
Mixed,2006
Very Negative,2014
Mostly Negative,2014
Very Positive,2014
2 user reviews,2014
Mixed,2014
Mixed,2014
Mostly Positive,2014
Very Positive,2014
4 user reviews,2014
Very Positive,2014
Very Positive,2014
7 user reviews,2014
4 user reviews,2014
Very Positive,2014
8 user reviews,2013
Mixed,2014
Mixed,2014
Very Positive,2012
Positive,2014
1 user reviews,2014
Mixed,2014
Very Positive,2014
Mostly Positive,2014
Very Positive,2014
Very Positive,2014
Very Positive,2014
Positive,2014
Neutral,2014
Very Positive,2014
Mostly Positive,2014
2 user reviews,2014
Very Positive,2014
Very Positive,2014
Mostly Positive,2014
Positive,2014
7 user reviews,2014
1 user reviews,2014
Very Negative,2014
Very Positive,2013
Very Positive,2014
Mostly Positive,2014
2 user reviews,2014
Mixed,2011
1 user reviews,2014
Very Positive,2014
Mixed,2010
Mostly Negative,2010
Positive,2012
Mostly Negative,2014
Very Positive,2011
Positive,2009
Very Positive,2014
Very Positive,2014
Mixed,2014
5 user reviews,2014
Mostly Positive,2014
Very Positive,2014
2 user reviews,2014
Very Positive,1999
Mixed,2008
Very Positive,2003
8 user reviews,2007
Mixed,2013
Mostly Positive,2014
Mixed,2014
Very Positive,2014
Very Positive,2014
Very Positive,2017
Mostly Positive,2014
Very Positive,2014
3 user reviews,2014
Mostly Positive,2014
Positive,2014
Mixed,2014
3 user reviews,2014
Very Positive,2011
Very Positive,2014
Negative,2014
Mixed,2014
Mostly Positive,2014
1 user reviews,2014
Mixed,2011
Positive,2014
Very Positive,1989
Mixed,2014
Very Positive,2014
Neutral,2014
2 user reviews,2014
5 user reviews,2014
2 user reviews,2014
Very Positive,2014
4 user reviews,2014
Positive,2014
Positive,2014
Positive,2014
3 user reviews,2014
Mixed,2014
Negative,2014
Very Positive,2014
Mixed,2014
Mixed,2014
Very Positive,2014
8 user reviews,2014
Very Positive,2014
Mixed,2007
Mixed,2006
5 user reviews,2014
Overwhelmingly Negative,2014
Very Positive,2014
Mostly Positive,2014
Very Positive,2014
Mixed,2014
2 user reviews,2014
Very Positive,1998
Positive,2014
Positive,2014
1 user reviews,2014
Very Positive,2014
Positive,2014
Mixed,2014
Very Positive,2014
Mostly Positive,2016
Mixed,2012
1 user reviews,2014
1 user reviews,2014
Negative,2014
Overwhelmingly Positive,2014
Mostly Positive,2014
Mixed,2006
Mostly Negative,2014
Mixed,2014
Very Positive,1998
Mixed,1995
Positive,1990
Positive,1996
Mixed,1990
Mixed,2014
Neutral,2014
Mixed,2014
Very Positive,2014
Mixed,2014
Positive,2014
Mostly Positive,2014
Mixed,2014
Very Positive,2014
Mixed,2014
Mostly Positive,2014
Mostly Positive,2014
Very Positive,2014
Mostly Positive,2014
Very Positive,2014
Very Positive,2014
Mostly Positive,2014
Mostly Positive,2014
Mostly Negative,2014
Very Positive,2014
3 user reviews,2014
4 user reviews,2014
Neutral,2014
Mostly Positive,2014
Mixed,2014
Mostly Negative,2014
Mixed,2014
Neutral,2014
Mixed,2014
Very Positive,2014
4 user reviews,2014
Mixed,2014
6 user reviews,2014
Mostly Positive,2014
Mostly Positive,2014
Mixed,2014
Mixed,2014
3 user reviews,2014
Very Positive,2014
Very Positive,2014
Very Positive,2014
Mixed,2014
Mostly Negative,2014
Very Positive,2013
Very Positive,2014
Very Positive,2014
Mixed,2012
Mixed,2014
Mostly Negative,2014
2 user reviews,2014
Mixed,2014
5 user reviews,2014
Mixed,2014
Mostly Positive,2014
Positive,2014
Very Positive,2014
2 user reviews,2014
4 user reviews,2014
Very Positive,2013
8 user reviews,2014
Mixed,2014
Negative,2014
Mixed,2014
Mostly Negative,2014
Mostly Negative,2014
Mixed,2014
1 user reviews,2014
2 user reviews,2014
Mostly Positive,2014
Mostly Positive,2014
Positive,2014
Very Positive,2014
Mostly Negative,2014
Negative,2014
Mostly Negative,2014
8 user reviews,2014
Mostly Positive,2014
Mostly Positive,2014
Mostly Positive,2014
Neutral,2014
Mixed,2014
Very Positive,2014
Mostly Positive,2010
1 user reviews,2014
Very Positive,2014
Very Positive,2014
Mostly Negative,2014
Neutral,2014
Mostly Positive,2014
Overwhelmingly Positive,2014
1 user reviews,2014
Mostly Positive,2005
Positive,2014
Mostly Positive,2014
Positive,2014
Very Positive,2014
Positive,2014
Very Positive,2014
Mixed,2012
1 user reviews,2014
1 user reviews,2012
Mostly Positive,2013
Positive,2014
9 user reviews,2014
Positive,2014
Neutral,2014
